Name,playerid,Team,Pos,ExpectedPM,height,weight,z_score,BMI,combined_data,label
Alexei Emelin,emelial01,NSH,D,-1.5,74,218,-0.42797151003691597,27.986486486486488,-0.427971510036916_74_218_27.9864864864865,4
Jujhar Khaira,khairju01,EDM,LW,-1.5,76,214,-0.42797151003691597,26.04605263157895,-0.427971510036916_76_214_26.0460526315789,4
Martin Hanzal,hanzama01,DAL,C,-1.5,78,230,-0.42797151003691597,26.576265614727152,-0.427971510036916_78_230_26.5762656147272,4
Zac Rinaldo,rinalza01,ARI,LW,-1.6,70,192,-0.45245664860965795,27.54612244897959,-0.452456648609658_70_192_27.5461224489796,4
Tyson Jost,jostty01,COL,C,-1.6,71,191,-0.45245664860965795,26.636183296964887,-0.452456648609658_71_191_26.6361832969649,4
Ryan O'Reilly,oreilry01,BUF,C,-1.6,73,216,-0.45245664860965795,28.494651904672548,-0.452456648609658_73_216_28.4946519046725,4
Andrej Sustr,sustran01,TBL,D,-1.6,79,220,-0.45245664860965795,24.78128505047268,-0.452456648609658_79_220_24.7812850504727,4
Marcus Johansson,johanma03,NJD,LW,-1.7,73,205,-0.4769417871823998,27.043535372490147,-0.4769417871824_73_205_27.0435353724901,4
Jonny Brodzinski,brodzjo01,LAK,C,-1.7,73,217,-0.4769417871823998,28.6265715894164,-0.4769417871824_73_217_28.6265715894164,4
Cody McLeod,mcleoco01,NSH,LW,-1.7,74,210,-0.4769417871823998,26.95945945945946,-0.4769417871824_74_210_26.9594594594595,4
Miikka Salomaki,salommi01,NSH,RW,-1.8,71,203,-0.5014269257551418,28.309660781590953,-0.501426925755142_71_203_28.309660781591,4
Valtteri Filppula,filppva01,PHI,C,-1.8,72,196,-0.5014269257551418,26.579475308641975,-0.501426925755142_72_196_26.579475308642,4
Tom Kuhnhackl,kuhnhto01,PIT,RW,-1.8,74,196,-0.5014269257551418,25.16216216216216,-0.501426925755142_74_196_25.1621621621622,4
Alex Ovechkin,ovechal01,WSH,LW,-1.8,75,235,-0.5014269257551418,29.369777777777777,-0.501426925755142_75_235_29.3697777777778,4
Samuel Girard,girarsa01,TOT,D,-1.9,70,162,-0.5259120643278836,23.24204081632653,-0.525912064327884_70_162_23.2420408163265,4
Anthony Bitetto,bitetan01,NSH,D,-1.9,73,210,-0.5259120643278836,27.70313379620942,-0.525912064327884_73_210_27.7031337962094,4
Jacob de La Rose,delarja01,MTL,LW,-1.9,75,210,-0.5259120643278836,26.245333333333335,-0.525912064327884_75_210_26.2453333333333,4
Rasmus Ristolainen,ristora01,BUF,D,-1.9,76,218,-0.5259120643278836,26.532894736842106,-0.525912064327884_76_218_26.5328947368421,4
Jimmy Hayes,hayesji01,NJD,RW,-1.9,77,215,-0.5259120643278836,25.492494518468543,-0.525912064327884_77_215_25.4924945184685,4
Mats Zuccarello,zuccama01,NYR,RW,-2,68,179,-0.5503972029006255,27.213884083044984,-0.550397202900626_68_179_27.213884083045,4
Drake Caggiula,caggidr01,EDM,LW,-2,70,185,-0.5503972029006255,26.541836734693877,-0.550397202900626_70_185_26.5418367346939,4
Vladislav Namestnikov,namesvl01,TBL,C,-2,71,180,-0.5503972029006255,25.102162269390995,-0.550397202900626_71_180_25.102162269391,4
Niklas Hjalmarsson,hjalmni01,ARI,D,-2,75,197,-0.5503972029006255,24.620622222222224,-0.550397202900626_75_197_24.6206222222222,4
Jordan Martinook,martijo01,ARI,LW,-2.1,72,204,-0.5748823414733675,27.66435185185185,-0.574882341473367_72_204_27.6643518518519,4
Jared McCann,mccanja01,FLA,C,-2.1,73,198,-0.5748823414733675,26.12009757928317,-0.574882341473367_73_198_26.1200975792832,4
Paul Carey,careypa01,NYR,C,-2.1,73,200,-0.5748823414733675,26.383936948770877,-0.574882341473367_73_200_26.3839369487709,4
Justin Braun,braunju01,SJS,D,-2.1,74,205,-0.5748823414733675,26.31756756756757,-0.574882341473367_74_205_26.3175675675676,4
David Krejci,krejcda01,BOS,C,-2.2,72,188,-0.5993674800461095,25.494598765432098,-0.59936748004611_72_188_25.4945987654321,4
Fredrik Claesson,claesfr01,OTT,D,-2.2,73,200,-0.5993674800461095,26.383936948770877,-0.59936748004611_73_200_26.3839369487709,4
Matt Irwin,irwinma01,NSH,D,-2.2,73,207,-0.5993674800461095,27.307374741977856,-0.59936748004611_73_207_27.3073747419779,4
Ryan McDonagh,mcdonry01,NYR,D,-2.2,73,215,-0.5993674800461095,28.36273221992869,-0.59936748004611_73_215_28.3627322199287,4
Kevin Roy,royke01,ANA,LW,-2.3,69,170,-0.6238526186188513,25.101869355177485,-0.623852618618851_69_170_25.1018693551775,3
Denis Malgin,malgide01,FLA,C,-2.3,69,177,-0.6238526186188513,26.135475740390675,-0.623852618618851_69_177_26.1354757403907,3
Mike Cammalleri,cammami01,TOT,LW,-2.3,69,185,-0.6238526186188513,27.31674018063432,-0.623852618618851_69_185_27.3167401806343,3
Matt Duchene,duchema01,TOT,C,-2.3,71,195,-0.6238526186188513,27.194009125173576,-0.623852618618851_71_195_27.1940091251736,3
Derrick Pouliot,poulide01,VAN,D,-2.3,72,208,-0.6238526186188513,28.20679012345679,-0.623852618618851_72_208_28.2067901234568,3
Jori Lehtera,lehtejo01,PHI,C,-2.3,74,212,-0.6238526186188513,27.216216216216218,-0.623852618618851_74_212_27.2162162162162,3
Jake Muzzin,muzzija01,LAK,D,-2.3,75,213,-0.6238526186188513,26.620266666666666,-0.623852618618851_75_213_26.6202666666667,3
Victor Antipin,antipvi01,BUF,D,-2.4,71,175,-0.6483377571915933,24.404879984130133,-0.648337757191593_71_175_24.4048799841301,3
Derek MacKenzie,mackede01,FLA,C,-2.4,71,181,-0.6483377571915933,25.241618726443168,-0.648337757191593_71_181_25.2416187264432,3
Jan Rutta,ruttaja02,CHI,D,-2.4,75,200,-0.6483377571915933,24.995555555555555,-0.648337757191593_75_200_24.9955555555556,3
Marco Scandella,scandma01,BUF,D,-2.4,75,208,-0.6483377571915933,25.99537777777778,-0.648337757191593_75_208_25.9953777777778,3
Patrik Berglund,berglpa01,STL,C,-2.4,76,219,-0.6483377571915933,26.654605263157894,-0.648337757191593_76_219_26.6546052631579,3
T.J. Brodie,broditj01,CGY,D,-2.5,73,182,-0.6728228957643352,24.009382623381498,-0.672822895764335_73_182_24.0093826233815,3
Martin Frk,frkma01,DET,RW,-2.5,73,205,-0.6728228957643352,27.043535372490147,-0.672822895764335_73_205_27.0435353724901,3
Nicklas Backstrom,backsni02,WSH,C,-2.5,73,210,-0.6728228957643352,27.70313379620942,-0.672822895764335_73_210_27.7031337962094,3
Daniel Winnik,winnida01,MIN,LW,-2.5,74,210,-0.6728228957643352,26.95945945945946,-0.672822895764335_74_210_26.9594594594595,3
Byron Froese,froesby01,MTL,C,-2.6,73,202,-0.6973080343370772,26.647776318258586,-0.697308034337077_73_202_26.6477763182586,3
Scott Hartnell,hartnsc01,NSH,LW,-2.6,74,215,-0.6973080343370772,27.60135135135135,-0.697308034337077_74_215_27.6013513513514,3
Clayton Keller,kellecl01,ARI,LW,-2.7,70,170,-0.7217931729098191,24.389795918367348,-0.721793172909819_70_170_24.3897959183673,3
Yannick Weber,weberya01,NSH,D,-2.7,71,200,-0.7217931729098191,27.891291410434437,-0.721793172909819_71_200_27.8912914104344,3
Gustav Forsling,forslgu02,CHI,D,-2.7,72,186,-0.7217931729098191,25.22337962962963,-0.721793172909819_72_186_25.2233796296296,3
Kyle Connor,connoky01,WPG,LW,-2.7,73,182,-0.7217931729098191,24.009382623381498,-0.721793172909819_73_182_24.0093826233815,3
Jannik Hansen,hanseja01,SJS,RW,-2.7,73,198,-0.7217931729098191,26.12009757928317,-0.721793172909819_73_198_26.1200975792832,3
Roman Josi,josiro01,NSH,D,-2.7,73,201,-0.7217931729098191,26.51585663351473,-0.721793172909819_73_201_26.5158566335147,3
Ivan Provorov,provoiv01,PHI,D,-2.7,73,201,-0.7217931729098191,26.51585663351473,-0.721793172909819_73_201_26.5158566335147,3
David Savard,savarda01,CBJ,D,-2.7,74,227,-0.7217931729098191,29.14189189189189,-0.721793172909819_74_227_29.1418918918919,3
Anders Lee,leean01,NYI,LW,-2.7,75,231,-0.7217931729098191,28.869866666666667,-0.721793172909819_75_231_28.8698666666667,3
Joakim Nordstrom,nordsjo02,CAR,LW,-2.8,73,189,-0.746278311482561,24.932820416588477,-0.746278311482561_73_189_24.9328204165885,3
Zack Mitchell,mitchza01,MIN,RW,-2.8,73,196,-0.746278311482561,25.85625820979546,-0.746278311482561_73_196_25.8562582097955,3
Josh Gorges,gorgejo01,BUF,D,-2.8,73,204,-0.746278311482561,26.911615687746295,-0.746278311482561_73_204_26.9116156877463,3
Derek Grant,grantde01,ANA,C,-2.8,75,215,-0.746278311482561,26.87022222222222,-0.746278311482561_75_215_26.8702222222222,3
Cal Clutterbuck,cluttca01,NYI,RW,-2.9,71,216,-0.7707634500553029,30.12259472326919,-0.770763450055303_71_216_30.1225947232692,3
Joshua Ho-Sang,hosanjo01,NYI,RW,-2.9,72,173,-0.7707634500553029,23.46045524691358,-0.770763450055303_72_173_23.4604552469136,3
Matt Stajan,stajama01,CGY,C,-2.9,73,195,-0.7707634500553029,25.724338525051603,-0.770763450055303_73_195_25.7243385250516,3
Brendan Gaunce,gauncbr01,VAN,LW,-2.9,74,217,-0.7707634500553029,27.85810810810811,-0.770763450055303_74_217_27.8581081081081,3
Scott Mayfield,mayfisc01,NYI,D,-2.9,76,227,-0.7707634500553029,27.62828947368421,-0.770763450055303_76_227_27.6282894736842,3
Micheal Haley,haleymi01,FLA,LW,-3,71,205,-0.7952485886280449,28.5885736956953,-0.795248588628045_71_205_28.5885736956953,3
Nic Dowd,dowdni01,TOT,C,-3,74,197,-0.7952485886280449,25.29054054054054,-0.795248588628045_74_197_25.2905405405405,3
Dennis Rasmussen,rasmude01,ANA,C,-3,75,192,-0.7952485886280449,23.995733333333334,-0.795248588628045_75_192_23.9957333333333,3
Haydn Fleury,fleurha01,CAR,D,-3,75,221,-0.7952485886280449,27.62008888888889,-0.795248588628045_75_221_27.6200888888889,3
Mark Letestu,letesma01,EDM,C,-3.1,70,195,-0.8197337272007869,27.976530612244897,-0.819733727200787_70_195_27.9765306122449,3
Nikita Kucherov,kucheni01,TBL,RW,-3.1,71,178,-0.8197337272007869,24.82324935528665,-0.819733727200787_71_178_24.8232493552866,3
Devin Shore,shorede01,DAL,C,-3.1,72,205,-0.8197337272007869,27.799961419753085,-0.819733727200787_72_205_27.7999614197531,3
Brendan Smith,smithbr05,NYR,D,-3.1,74,211,-0.8197337272007869,27.08783783783784,-0.819733727200787_74_211_27.0878378378378,3
Boo Nieves,nievecr01,NYR,C,-3.1,75,212,-0.8197337272007869,26.49528888888889,-0.819733727200787_75_212_26.4952888888889,3
Mattias Ekholm,ekholma01,NSH,D,-3.1,76,215,-0.8197337272007869,26.167763157894736,-0.819733727200787_76_215_26.1677631578947,3
Jonathan Ericsson,ericsjo01,DET,D,-3.1,76,220,-0.8197337272007869,26.776315789473685,-0.819733727200787_76_220_26.7763157894737,3
Braydon Coburn,coburbr01,TBL,D,-3.1,77,223,-0.8197337272007869,26.44105245403947,-0.819733727200787_77_223_26.4410524540395,3
Ben Harpur,harpube01,OTT,D,-3.1,78,222,-0.8197337272007869,25.651873767258383,-0.819733727200787_78_222_25.6518737672584,3
Kris Versteeg,verstkr01,CGY,RW,-3.2,71,176,-0.8442188657735288,24.544336441182306,-0.844218865773529_71_176_24.5443364411823,3
Antoine Vermette,vermean01,ANA,C,-3.2,73,197,-0.8442188657735288,25.988177894539312,-0.844218865773529_73_197_25.9881778945393,3
Logan Shaw,shawlo01,TOT,RW,-3.2,75,208,-0.8442188657735288,25.99537777777778,-0.844218865773529_75_208_25.9953777777778,3
Josh Manson,mansojo01,ANA,D,-3.2,75,213,-0.8442188657735288,26.620266666666666,-0.844218865773529_75_213_26.6202666666667,3
Kyle Okposo,okposky01,BUF,RW,-3.3,72,220,-0.8687040043462706,29.834104938271604,-0.868704004346271_72_220_29.8341049382716,3
Xavier Ouellet,ouellxa01,DET,D,-3.3,73,185,-0.8687040043462706,24.40514167761306,-0.868704004346271_73_185_24.4051416776131,3
Andy Andreoff,andrean01,LAK,LW,-3.3,73,203,-0.8687040043462706,26.77969600300244,-0.868704004346271_73_203_26.7796960030024,3
Travis Zajac,zajactr01,NJD,C,-3.3,74,185,-0.8687040043462706,23.75,-0.868704004346271_74_185_23.75,3
Mike Reilly,reillmi01,MIN,D,-3.3,74,195,-0.8687040043462706,25.033783783783782,-0.868704004346271_74_195_25.0337837837838,3
Justin Abdelkader,abdelju01,DET,LW,-3.3,74,214,-0.8687040043462706,27.472972972972972,-0.868704004346271_74_214_27.472972972973,3
Pontus Aberg,abergpo01,NSH,LW,-3.4,71,196,-0.8931891429190126,27.33346558222575,-0.893189142919013_71_196_27.3334655822257,3
Johnny Oduya,oduyajo01,OTT,D,-3.4,72,191,-0.8931891429190126,25.901427469135804,-0.893189142919013_72_191_25.9014274691358,3
Kevin Shattenkirk,shattke01,NYR,D,-3.4,72,200,-0.8931891429190126,27.121913580246915,-0.893189142919013_72_200_27.1219135802469,3
Josh Bailey,bailejo01,NYI,RW,-3.4,73,203,-0.8931891429190126,26.77969600300244,-0.893189142919013_73_203_26.7796960030024,3
Alec Martinez,martial01,LAK,D,-3.4,73,208,-0.8931891429190126,27.439294426721712,-0.893189142919013_73_208_27.4392944267217,3
Chris Tanev,tanevch01,VAN,D,-3.4,74,195,-0.8931891429190126,25.033783783783782,-0.893189142919013_74_195_25.0337837837838,3
Alexander Edler,edleral01,VAN,D,-3.4,75,214,-0.8931891429190126,26.745244444444445,-0.893189142919013_75_214_26.7452444444444,3
Anthony Duclair,duclaan01,TOT,LW,-3.5,71,191,-0.9176742814917546,26.636183296964887,-0.917674281491755_71_191_26.6361832969649,3
Luke Glendening,glendlu01,DET,RW,-3.5,71,192,-0.9176742814917546,26.77563975401706,-0.917674281491755_71_192_26.7756397540171,3
T.J. Oshie,oshietj01,WSH,RW,-3.5,71,195,-0.9176742814917546,27.194009125173576,-0.917674281491755_71_195_27.1940091251736,3
Frederick Gaudreau,gaudrfr01,NSH,C,-3.5,72,179,-0.9176742814917546,24.274112654320987,-0.917674281491755_72_179_24.274112654321,3
Thomas Hickey,hicketh01,NYI,D,-3.5,72,188,-0.9176742814917546,25.494598765432098,-0.917674281491755_72_188_25.4945987654321,3
Derek Dorsett,dorsede01,VAN,RW,-3.5,72,192,-0.9176742814917546,26.037037037037038,-0.917674281491755_72_192_26.037037037037,3
Connor Brickley,brickco01,FLA,LW,-3.5,72,203,-0.9176742814917546,27.528742283950617,-0.917674281491755_72_203_27.5287422839506,3
Robert Hagg,haggro01,PHI,D,-3.5,74,204,-0.9176742814917546,26.18918918918919,-0.917674281491755_74_204_26.1891891891892,3
Dale Weise,weiseda01,PHI,RW,-3.5,74,206,-0.9176742814917546,26.445945945945947,-0.917674281491755_74_206_26.4459459459459,3
Brendan Perlini,perlibr01,ARI,LW,-3.5,75,211,-0.9176742814917546,26.37031111111111,-0.917674281491755_75_211_26.3703111111111,3
Scott Wilson,wilsosc01,TOT,C/LW,-3.6,71,183,-0.9421594200644965,25.52053164054751,-0.942159420064496_71_183_25.5205316405475,3
Mike Hoffman,hoffmmi02,OTT,LW,-3.6,72,181,-0.9421594200644965,24.545331790123456,-0.942159420064496_72_181_24.5453317901235,3
Alexandre Burrows,burroal01,OTT,RW,-3.6,73,197,-0.9421594200644965,25.988177894539312,-0.942159420064496_73_197_25.9881778945393,3
Rickard Rakell,rakelri01,ANA,C,-3.6,74,198,-0.9421594200644965,25.41891891891892,-0.942159420064496_74_198_25.4189189189189,3
Kurtis MacDermid,macdeku01,LAK,D,-3.6,77,233,-0.9421594200644965,27.62674987350312,-0.942159420064496_77_233_27.6267498735031,3
Alexander Kerfoot,kerfoal01,COL,C,-3.7,70,175,-0.9666445586372384,25.107142857142858,-0.966644558637238_70_175_25.1071428571429,3
Casey Cizikas,cizikca01,NYI,C,-3.7,71,200,-0.9666445586372384,27.891291410434437,-0.966644558637238_71_200_27.8912914104344,3
Zack Smith,smithza01,OTT,LW,-3.7,74,208,-0.9666445586372384,26.7027027027027,-0.966644558637238_74_208_26.7027027027027,3
Nick Jensen,jenseni02,DET,D,-3.8,72,194,-0.9911296972099803,26.308256172839506,-0.99112969720998_72_194_26.3082561728395,3
Derek Stepan,stepade01,ARI,C,-3.8,72,196,-0.9911296972099803,26.579475308641975,-0.99112969720998_72_196_26.579475308642,3
Kevin Bieksa,biekske01,ANA,D,-3.8,73,197,-0.9911296972099803,25.988177894539312,-0.99112969720998_73_197_25.9881778945393,3
Zack Kassian,kassiza01,EDM,RW,-3.8,75,209,-0.9911296972099803,26.120355555555555,-0.99112969720998_75_209_26.1203555555556,3
Tomas Tatar,tatarto01,DET,LW,-3.9,70,185,-1.0156148357827224,26.541836734693877,-1.01561483578272_70_185_26.5418367346939,3
Alexander Burmistrov,burmial01,VAN,C,-3.9,73,180,-1.0156148357827224,23.74554325389379,-1.01561483578272_73_180_23.7455432538938,3
John Tavares,tavarjo01,NYI,C,-3.9,73,208,-1.0156148357827224,27.439294426721712,-1.01561483578272_73_208_27.4392944267217,3
Andreas Athanasiou,athanan01,DET,LW,-3.9,74,188,-1.0156148357827224,24.135135135135137,-1.01561483578272_74_188_24.1351351351351,3
Boone Jenner,jennebo01,CBJ,C,-3.9,74,206,-1.0156148357827224,26.445945945945947,-1.01561483578272_74_206_26.4459459459459,3
Carl Soderberg,soderca01,COL,C,-3.9,75,210,-1.0156148357827224,26.245333333333335,-1.01561483578272_75_210_26.2453333333333,3
Justin Falk,falkju01,BUF,D,-3.9,77,223,-1.0156148357827224,26.44105245403947,-1.01561483578272_77_223_26.4410524540395,3
Oliver Ekman-Larsson,ekmanol01,ARI,D,-4,74,200,-1.0400999743554642,25.675675675675677,-1.04009997435546_74_200_25.6756756756757,3
Corey Perry,perryco01,ANA,RW,-4,75,213,-1.0400999743554642,26.620266666666666,-1.04009997435546_75_213_26.6202666666667,3
Patrik Nemeth,nemetpa01,COL,D,-4,75,219,-1.0400999743554642,27.37013333333333,-1.04009997435546_75_219_27.3701333333333,3
Jesper Fast,fastje01,NYR,RW,-4.1,72,191,-1.064585112928206,25.901427469135804,-1.06458511292821_72_191_25.9014274691358,3
Alex Pietrangelo,pietral01,STL,D,-4.1,75,210,-1.064585112928206,26.245333333333335,-1.06458511292821_75_210_26.2453333333333,3
David Desharnais,deshada01,NYR,C,-4.2,67,180,-1.089070251500948,28.188906215192695,-1.08907025150095_67_180_28.1889062151927,3
Jean-Gabriel Pageau,pageaje01,OTT,C,-4.2,70,184,-1.089070251500948,26.398367346938777,-1.08907025150095_70_184_26.3983673469388,3
Jake Virtanen,virtaja01,VAN,RW,-4.2,73,229,-1.089070251500948,30.209607806342653,-1.08907025150095_73_229_30.2096078063427,3
Artem Anisimov,anisiar01,CHI,C,-4.2,76,198,-1.089070251500948,24.098684210526315,-1.08907025150095_76_198_24.0986842105263,3
Joel Ward,wardjo02,SJS,RW,-4.3,73,225,-1.1135553900736899,29.681929067367236,-1.11355539007369_73_225_29.6819290673672,3
Adrian Kempe,kempead01,LAK,LW,-4.3,74,195,-1.1135553900736899,25.033783783783782,-1.11355539007369_74_195_25.0337837837838,3
Luke Schenn,schenlu01,ARI,D,-4.3,74,229,-1.1135553900736899,29.39864864864865,-1.11355539007369_74_229_29.3986486486486,3
Sami Vatanen,vatansa01,TOT,D,-4.4,70,185,-1.138040528646432,26.541836734693877,-1.13804052864643_70_185_26.5418367346939,3
Trevor Daley,daleytr01,DET,D,-4.4,71,195,-1.138040528646432,27.194009125173576,-1.13804052864643_71_195_27.1940091251736,3
Connor Brown,brownco02,TOR,RW,-4.4,72,185,-1.138040528646432,25.087770061728396,-1.13804052864643_72_185_25.0877700617284,3
Kevin Connauton,connake01,ARI,D,-4.4,74,205,-1.138040528646432,26.31756756756757,-1.13804052864643_74_205_26.3175675675676,3
Lars Eller,ellerla01,WSH,C,-4.4,74,207,-1.138040528646432,26.574324324324323,-1.13804052864643_74_207_26.5743243243243,3
Benoit Pouliot,poulibe01,BUF,LW,-4.4,75,200,-1.138040528646432,24.995555555555555,-1.13804052864643_75_200_24.9955555555556,3
Jordan Nolan,nolanjo01,BUF,LW,-4.4,75,219,-1.138040528646432,27.37013333333333,-1.13804052864643_75_219_27.3701333333333,3
Brent Burns,burnsbr01,SJS,D,-4.4,77,230,-1.138040528646432,27.271040647664023,-1.13804052864643_77_230_27.271040647664,3
Viktor Arvidsson,arvidvi01,NSH,LW,-4.5,69,180,-1.162525667219174,26.578449905482042,-1.16252566721917_69_180_26.578449905482,3
Max Domi,domima01,ARI,LW,-4.5,70,195,-1.162525667219174,27.976530612244897,-1.16252566721917_70_195_27.9765306122449,3
Evgeny Kuznetsov,kuzneev01,WSH,C,-4.5,74,204,-1.162525667219174,26.18918918918919,-1.16252566721917_74_204_26.1891891891892,3
Keith Yandle,yandlke01,FLA,D,-4.6,73,196,-1.1870108057919158,25.85625820979546,-1.18701080579192_73_196_25.8562582097955,3
Thomas Vanek,vanekth01,VAN,LW,-4.6,74,214,-1.1870108057919158,27.472972972972972,-1.18701080579192_74_214_27.472972972973,3
Alex Chiasson,chiasal01,WSH,RW,-4.6,76,208,-1.1870108057919158,25.31578947368421,-1.18701080579192_76_208_25.3157894736842,3
Troy Stecher,stechtr01,VAN,D,-4.7,70,190,-1.2114959443646578,27.259183673469387,-1.21149594436466_70_190_27.2591836734694,3
Melker Karlsson,karlsme01,SJS,C,-4.7,72,180,-1.2114959443646578,24.40972222222222,-1.21149594436466_72_180_24.4097222222222,3
Cam Fowler,fowleca01,ANA,D,-4.7,73,215,-1.2114959443646578,28.36273221992869,-1.21149594436466_73_215_28.3627322199287,3
Ben Hutton,huttobe01,VAN,D,-4.8,74,207,-1.2359810829373996,26.574324324324323,-1.2359810829374_74_207_26.5743243243243,3
Danny DeKeyser,dekeyda01,DET,D,-4.8,75,192,-1.2359810829373996,23.995733333333334,-1.2359810829374_75_192_23.9957333333333,3
Andrew Cogliano,coglian01,ANA,LW,-5,70,177,-1.2849513600828835,25.394081632653062,-1.28495136008288_70_177_25.3940816326531,2
Tom Pyatt,pyattto01,OTT,LW,-5,71,185,-1.2849513600828835,25.799444554651856,-1.28495136008288_71_185_25.7994445546519,2
Sven Baertschi,baertsv01,VAN,LW,-5,71,192,-1.2849513600828835,26.77563975401706,-1.28495136008288_71_192_26.7756397540171,2
Jonathan Drouin,drouijo01,MTL,LW,-5,72,203,-1.2849513600828835,27.528742283950617,-1.28495136008288_72_203_27.5287422839506,2
Nate Thompson,thompna01,OTT,C,-5,73,214,-1.2849513600828835,28.23081253518484,-1.28495136008288_73_214_28.2308125351848,2
Scott Harrington,harrisc01,CBJ,D,-5.1,74,207,-1.3094364986556253,26.574324324324323,-1.30943649865563_74_207_26.5743243243243,2
Sam Gagner,gagnesa01,VAN,C,-5.2,71,200,-1.3339216372283673,27.891291410434437,-1.33392163722837_71_200_27.8912914104344,2
Jamie McGinn,mcginja01,FLA,LW,-5.2,73,205,-1.3339216372283673,27.043535372490147,-1.33392163722837_73_205_27.0435353724901,2
Troy Brouwer,brouwtr01,CGY,RW,-5.3,75,215,-1.3584067758011094,26.87022222222222,-1.35840677580111_75_215_26.8702222222222,2
Jay Beagle,beaglja01,WSH,RW,-5.4,75,218,-1.3828919143738514,27.245155555555556,-1.38289191437385_75_218_27.2451555555556,2
Jack Johnson,johnsja02,CBJ,D,-5.5,73,227,-1.4073770529465932,29.945768436854944,-1.40737705294659_73_227_29.9457684368549,2
Calle Jarnkrok,jarnkca01,NSH,C,-5.6,71,186,-1.431862191519335,25.938901011704026,-1.43186219151934_71_186_25.938901011704,2
J.T. Compher,comphj.01,COL,LW,-5.6,72,193,-1.431862191519335,26.172646604938272,-1.43186219151934_72_193_26.1726466049383,2
Jakob Silfverberg,silfvja01,ANA,RW,-5.7,74,202,-1.456347330092077,25.93243243243243,-1.45634733009208_74_202_25.9324324324324,2
Dylan Larkin,larkidy01,DET,C,-5.8,73,198,-1.4808324686648189,26.12009757928317,-1.48083246866482_73_198_26.1200975792832,2
Mike Green,greenmi03,DET,D,-6,73,207,-1.5298027458103027,27.307374741977856,-1.5298027458103_73_207_27.3073747419779,2
Sven Andrighetto,andrisv01,COL,RW,-6.1,70,188,-1.5542878843830448,26.972244897959182,-1.55428788438304_70_188_26.9722448979592,2
Brock Nelson,nelsobr01,NYI,LW,-6.2,75,212,-1.5787730229557868,26.49528888888889,-1.57877302295579_75_212_26.4952888888889,2
Frans Nielsen,nielsfr01,DET,C,-6.3,73,188,-1.6032581615285286,24.800900731844624,-1.60325816152853_73_188_24.8009007318446,2
Steven Santini,santist01,NJD,D,-6.3,74,205,-1.6032581615285286,26.31756756756757,-1.60325816152853_74_205_26.3175675675676,2
Brandon Sutter,suttebr03,VAN,C,-6.3,75,191,-1.6032581615285286,23.870755555555554,-1.60325816152853_75_191_23.8707555555556,2
Jake McCabe,mccabja01,BUF,D,-6.5,73,210,-1.6522284386740125,27.70313379620942,-1.65222843867401_73_210_27.7031337962094,2
Austin Watson,watsoau01,NSH,LW,-6.5,76,204,-1.6522284386740125,24.82894736842105,-1.65222843867401_76_204_24.8289473684211,2
Dion Phaneuf,phanedi01,OTT,D,-6.5,76,225,-1.6522284386740125,27.38486842105263,-1.65222843867401_76_225_27.3848684210526,2
Brandon Montour,montobr01,ANA,D,-6.6,72,192,-1.6767135772467543,26.037037037037038,-1.67671357724675_72_192_26.037037037037,2
Tobias Rieder,riedeto01,ARI,RW,-6.7,71,188,-1.7011987158194963,26.217813925808372,-1.7011987158195_71_188_26.2178139258084,2
Adam Henrique,henriad01,TOT,C,-6.7,72,195,-1.7011987158194963,26.44386574074074,-1.7011987158195_72_195_26.4438657407407,2
Chris Wagner,wagnech01,ANA,C,-6.8,72,198,-1.7256838543922381,26.850694444444443,-1.72568385439224_72_198_26.8506944444444,2
Nick Leddy,leddyni01,NYI,D,-6.8,72,204,-1.7256838543922381,27.66435185185185,-1.72568385439224_72_204_27.6643518518519,2
Francois Beauchemin,beaucfr01,ANA,D,-6.9,71,208,-1.7501689929649802,29.006943066851814,-1.75016899296498_71_208_29.0069430668518,2
Blake Comeau,comeabl01,COL,LW,-7,73,202,-1.7746541315377222,26.647776318258586,-1.77465413153772_73_202_26.6477763182586,2
Travis Hamonic,hamontr01,CGY,D,-7,74,205,-1.7746541315377222,26.31756756756757,-1.77465413153772_74_205_26.3175675675676,2
Brett Connolly,connobr01,WSH,RW,-7,75,195,-1.7746541315377222,24.370666666666665,-1.77465413153772_75_195_24.3706666666667,2
Anton Lindholm,lindhan01,COL,D,-7.1,71,191,-1.799139270110464,26.636183296964887,-1.79913927011046_71_191_26.6361832969649,2
Cody Ceci,cecico01,OTT,D,-7.1,74,209,-1.799139270110464,26.83108108108108,-1.79913927011046_74_209_26.8310810810811,2
Tyson Barrie,barrity01,COL,D,-7.2,70,190,-1.823624408683206,27.259183673469387,-1.82362440868321_70_190_27.2591836734694,2
Jason Chimera,chimeja01,NYI,LW,-7.3,75,215,-1.848109547255948,26.87022222222222,-1.84810954725595_75_215_26.8702222222222,2
Darren Helm,helmda01,DET,LW,-7.4,72,196,-1.87259468582869,26.579475308641975,-1.87259468582869_72_196_26.579475308642,2
Matthew Nieto,nietoma01,COL,LW,-7.5,71,190,-1.8970798244014317,26.496726839912714,-1.89707982440143_71_190_26.4967268399127,2
Radim Vrbata,vrbatra01,FLA,RW,-7.6,73,194,-1.9215649629741736,25.59241884030775,-1.92156496297417_73_194_25.5924188403078,1
