Name,playerid,Team,Pos,VBD,height,weight,z_score,BMI,combined_data,label
Jay Prosch,ProsJa00,HOU,RB,-124,73,254,-0.7807290299627224,33.507599924939015,-0.780729029962722_73_254_33.507599924939,2
Bobby Rainey,RainBo00,BAL,RB,-125,68,205,-0.7952860758387187,31.16673875432526,-0.795286075838719_68_205_31.1667387543253,2
Josh Ferguson,FergJo02,IND,RB,-125,70,200,-0.7952860758387187,28.693877551020407,-0.795286075838719_70_200_28.6938775510204,2
David Fluellen,FlueDa00,TEN,RB,-125,71,224,-0.7952860758387187,31.23824637968657,-0.795286075838719_71_224_31.2382463796866,2
Michael Burton,BurtMi00,CHI,RB,-125,71,235,-0.7952860758387187,32.772267407260465,-0.795286075838719_71_235_32.7722674072605,2
Dan Vitale,VitaDa00,CLE,RB,-125,73,240,-0.7952860758387187,31.66072433852505,-0.795286075838719_73_240_31.660724338525,2
Trevor Siemian,SiemTr00,DEN,QB,-125,75,215,-0.7952860758387187,26.87022222222222,-0.795286075838719_75_215_26.8702222222222,2
Ryan Hewitt,HewiRy00,CIN,RB,-125,76,246,-0.7952860758387187,29.94078947368421,-0.795286075838719_76_246_29.9407894736842,2
Raheem Mostert,MostRa00,SFO,RB,-126,70,195,-0.8098431217147151,27.976530612244897,-0.809843121714715_70_195_27.9765306122449,2
Taiwan Jones,JoneTa00,BUF,RB,-126,71,202,-0.8098431217147151,28.170204324538783,-0.809843121714715_71_202_28.1702043245388,2
LeShun Daniels,DaniLe00,WAS,RB,-126,72,225,-0.8098431217147151,30.51215277777778,-0.809843121714715_72_225_30.5121527777778,2
Matt Jones,JoneMa04,IND,RB,-126,73,235,-0.8098431217147151,31.00112591480578,-0.809843121714715_73_235_31.0011259148058,2
Terrell Watson,WatsTe00,PIT,RB,-126,73,240,-0.8098431217147151,31.66072433852505,-0.809843121714715_73_240_31.660724338525,2
Devante Mays,MaysDe00,GNB,RB,-129,71,230,-0.8535142593427041,32.0749851219996,-0.853514259342704_71_230_32.0749851219996,2
Brett Hundley,HundBr00,GNB,QB,-132,75,227,-0.8971853969706932,28.369955555555556,-0.897185396970693_75_227_28.3699555555556,2
Carson Palmer,PalmCa00,ARI,QB,-151,77,230,-1.173769268614624,27.271040647664023,-1.17376926861462_77_230_27.271040647664,2
C.J. Beathard,BeatC.00,SFO,QB,-166,74,219,-1.392124956754569,28.114864864864863,-1.39212495675457_74_219_28.1148648648649,2
Jimmy Garoppolo,GaroJi00,SFO,QB,-168,74,226,-1.4212390485065618,29.013513513513512,-1.42123904850656_74_226_29.0135135135135,1
Ryan Fitzpatrick,FitzRy00,TAM,QB,-175,74,221,-1.5231383696385363,28.37162162162162,-1.52313836963854_74_221_28.3716216216216,1
Brock Osweiler,OsweBr00,DEN,QB,-187,79,240,-1.6978229201504924,27.034129145970198,-1.69782292015049_79_240_27.0341291459702,1
Brian Hoyer,HoyeBr00,2TM,QB,-189,75,215,-1.7269370119024852,26.87022222222222,-1.72693701190249_75_215_26.8702222222222,1
Blaine Gabbert,GabbBl00,ARI,QB,-193,77,235,-1.7851651954064705,27.863889357395852,-1.78516519540647_77_235_27.8638893573959,1
Tom Savage,SavaTo00,HOU,QB,-204,76,228,-1.9452927000424305,27.75,-1.94529270004243_76_228_27.75,1
Drew Stanton,StanDr00,ARI,QB,-205,75,236,-1.959849745918427,29.494755555555557,-1.95984974591843_75_236_29.4947555555556,1
Matt Moore,MoorMa01,MIA,QB,-214,75,192,-2.090863158802394,23.995733333333334,-2.09086315880239_75_192_23.9957333333333,0
T.J. Yates,YateT.00,HOU,QB,-219,74,210,-2.163648388182376,26.95945945945946,-2.16364838818238_74_210_26.9594594594595,0
Kevin Hogan,HogaKe00,CLE,QB,-221,75,217,-2.1927624799343683,27.120177777777776,-2.19276247993437_75_217_27.1201777777778,0
Nick Foles,FoleNi00,PHI,QB,-221,77,244,-2.1927624799343683,28.93101703491314,-2.19276247993437_77_244_28.9310170349131,0
Mike Glennon,GlenMi00,CHI,QB,-221,79,225,-2.1927624799343683,25.34449607434706,-2.19276247993437_79_225_25.3444960743471,0
Bryce Petty,PettBr01,NYJ,QB,-228,75,230,-2.294661801066343,28.744888888888887,-2.29466180106634_75_230_28.7448888888889,0
Sam Bradford,BradSa00,MIN,QB,-228,76,236,-2.294661801066343,28.723684210526315,-2.29466180106634_76_236_28.7236842105263,0
David Fales,FaleDa00,MIA,QB,-234,74,212,-2.382004076322321,27.216216216216218,-2.38200407632232_74_212_27.2162162162162,0
Paxton Lynch,LyncPa00,DEN,QB,-240,79,244,-2.469346351578299,27.4846979650697,-2.4693463515783_79_244_27.4846979650697,0
EJ Manuel,ManuEJ00,OAK,QB,-241,77,237,-2.4839033974542954,28.10102884128858,-2.4839033974543_77_237_28.1010288412886,0
Ryan Mallett,MallRy00,BAL,QB,-243,78,240,-2.5130174892062884,27.731755424063117,-2.51301748920629_78_240_27.7317554240631,0
Patrick Mahomes,MahoPa00,KAN,QB,-245,74,225,-2.542131580958281,28.885135135135137,-2.54213158095828_74_225_28.8851351351351,0
Nathan Peterman,PeteNa00,BUF,QB,-245,74,226,-2.542131580958281,29.013513513513512,-2.54213158095828_74_226_29.0135135135135,0
Geno Smith,SmitGe00,NYG,QB,-245,75,218,-2.542131580958281,27.245155555555556,-2.54213158095828_75_218_27.2451555555556,0
Landry Jones,JoneLa02,PIT,QB,-246,76,225,-2.5566886268342772,27.38486842105263,-2.55668862683428_76_225_27.3848684210526,0
Nate Sudfeld,SudfNa00,PHI,QB,-247,78,236,-2.5712456727102735,27.269559500328732,-2.57124567271027_78_236_27.2695595003287,0
Joe Webb,WebbJo00,BUF,QB,-250,76,220,-2.6149168103382627,26.776315789473685,-2.61491681033826_76_220_26.7763157894737,0
Sean Mannion,MannSe00,LAR,QB,-250,78,229,-2.6149168103382627,26.460716633793556,-2.61491681033826_78_229_26.4607166337936,0
Cody Kessler,KessCo00,CLE,QB,-252,73,224,-2.6440309020902553,29.550009382623383,-2.64403090209026_73_224_29.5500093826234,0
A.J. McCarron,McCaA.00,CIN,QB,-252,75,220,-2.6440309020902553,27.49511111111111,-2.64403090209026_75_220_27.4951111111111,0
Matt Cassel,CassMa00,TEN,QB,-253,77,230,-2.6585879479662515,27.271040647664023,-2.65858794796625_77_230_27.271040647664,0
Taylor Heinicke,HeinTa00,HOU,QB,-254,73,210,-2.6731449938422482,27.70313379620942,-2.67314499384225_73_210_27.7031337962094,0
Jake Rudock,RudoJa00,DET,QB,-254,75,199,-2.6731449938422482,24.87057777777778,-2.67314499384225_75_199_24.8705777777778,0
Scott Tolzien,TolzSc00,IND,QB,-254,75,205,-2.6731449938422482,25.620444444444445,-2.67314499384225_75_205_25.6204444444444,0
Cooper Rush,RushCo00,DAL,QB,-254,75,228,-2.6731449938422482,28.494933333333332,-2.67314499384225_75_228_28.4949333333333,0
Kellen Clemens,ClemKe00,LAC,QB,-256,74,224,-2.7022590855942408,28.756756756756758,-2.70225908559424_74_224_28.7567567567568,0
Chad Henne,HennCh01,JAX,QB,-256,75,228,-2.7022590855942408,28.494933333333332,-2.70225908559424_75_228_28.4949333333333,0
Teddy Bridgewater,BridTe00,MIN,QB,-257,74,214,-2.716816131470237,27.472972972972972,-2.71681613147024_74_214_27.472972972973,0
Tyler Bray,BrayTy00,KAN,QB,-257,78,232,-2.716816131470237,26.807363576594344,-2.71681613147024_78_232_26.8073635765943,0
