Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
235,Joe Johnson\johnsjo02,SF,36,UTA,23,506,8.7,.480,.360,.124,2.0,15.9,8.8,10.8,1.0,0.7,12.8,17.6,,-0.3,0.4,0.0,.005,,-3.7,-0.7,-4.4,-0.3
236,Stanley Johnson\johnsst04,SF,21,DET,32,881,7.9,.467,.491,.259,1.9,13.8,7.6,7.3,2.3,0.5,9.8,13.9,,-0.2,1.1,0.9,.051,,-2.4,1.3,-1.2,0.2
237,Tyler Johnson\johnsty01,PG,25,MIA,40,1174,13.1,.549,.460,.200,2.1,12.0,7.1,11.6,1.3,1.8,10.0,19.0,,1.1,1.2,2.2,.091,,-0.1,-0.1,-0.2,0.5
238,Wesley Johnson\johnswe01,SF,30,LAC,39,933,10.1,.521,.494,.194,2.3,14.6,8.4,5.7,2.3,3.6,13.7,13.9,,0.0,1.2,1.2,.060,,-2.0,2.4,0.4,0.6
239,Nikola Jokic\jokicni01,C,22,DEN,38,1175,22.9,.576,.286,.291,9.7,27.4,18.5,25.8,2.1,2.1,15.6,23.4,,3.0,1.7,4.6,.190,,3.5,2.7,6.1,2.4
240,Damian Jones\jonesda03,C,22,GSW,1,2,12.0,,,,61.1,0.0,27.8,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.320,,8.3,-6.0,2.3,0.0
241,Derrick Jones\jonesde02,SF,20,TOT,11,125,14.6,.607,.304,.739,6.3,7.2,6.8,6.8,1.2,5.2,6.2,11.6,,0.3,0.1,0.4,.153,,-0.4,1.4,1.0,0.1
241,Derrick Jones\jonesde02,SF,20,PHO,6,33,18.6,.678,.500,1.500,6.4,6.6,6.5,12.3,1.5,9.5,13.1,9.8,,0.1,0.0,0.1,.181,,0.6,3.6,4.2,0.1
241,Derrick Jones\jonesde02,SF,20,MIA,5,92,13.1,.587,.263,.579,6.3,7.5,6.9,4.9,1.1,3.7,4.0,12.3,,0.2,0.1,0.3,.143,,-0.7,0.6,-0.1,0.0
242,Jalen Jones\jonesja04,SF,24,NOP,4,19,5.2,.512,.250,.500,0.0,17.0,8.9,0.0,0.0,0.0,0.0,11.3,,0.0,0.0,0.0,.046,,-6.0,-5.3,-11.3,0.0
243,Tyus Jones\jonesty01,PG,21,MIN,47,871,13.6,.570,.392,.227,1.2,10.0,5.6,19.7,3.4,0.2,14.2,11.8,,1.3,0.9,2.2,.119,,0.6,0.2,0.8,0.6
244,DeAndre Jordan\jordade01,C,29,LAC,41,1317,20.0,.665,.000,.462,15.1,35.7,25.5,5.9,0.7,2.6,15.8,14.2,,3.5,1.9,5.4,.196,,0.6,1.5,2.1,1.4
245,Cory Joseph\josepco01,PG,26,IND,45,1153,11.9,.529,.327,.168,1.6,10.5,6.1,16.7,1.7,0.8,12.2,14.9,,1.0,0.8,1.8,.076,,-0.6,-0.5,-1.0,0.3
246,Frank Kaminsky\kaminfr01,PF,24,CHO,40,927,13.7,.523,.355,.208,2.7,15.3,8.9,10.1,0.9,1.0,7.0,20.8,,0.8,0.9,1.7,.089,,-0.5,-0.7,-1.2,0.2
247,Enes Kanter\kanteen01,C,25,NYK,42,1058,23.9,.638,.005,.227,15.9,28.0,22.1,8.7,1.0,1.9,13.6,21.5,,3.2,1.4,4.6,.208,,2.7,0.2,2.8,1.3
248,Luke Kennard\kennalu01,SG,21,DET,37,653,11.5,.547,.406,.116,1.5,11.6,6.4,10.1,2.1,0.8,13.5,17.1,,0.2,0.8,0.9,.069,,-1.8,0.2,-1.6,0.1
249,Michael Kidd-Gilchrist\kiddgmi01,SF,24,CHO,37,980,14.0,.525,.006,.303,5.2,14.4,9.7,7.3,1.4,2.1,6.4,17.1,,1.0,1.2,2.2,.108,,-1.7,1.4,-0.3,0.4
250,Sean Kilpatrick\kilpase01,SG,28,TOT,24,252,7.4,.459,.509,.202,0.4,19.7,9.9,11.8,0.4,0.3,13.3,24.6,,-0.4,0.2,-0.3,-0.049,,-5.1,-3.3,-8.3,-0.4
250,Sean Kilpatrick\kilpase01,SG,28,BRK,16,183,5.4,.419,.488,.221,0.6,19.9,10.1,12.7,0.5,0.4,14.5,25.7,,-0.5,0.1,-0.4,-0.093,,-6.7,-2.4,-9.1,-0.3
250,Sean Kilpatrick\kilpase01,SG,28,MIL,8,69,12.8,.588,.571,.143,0.0,19.3,9.6,9.3,0.0,0.0,9.2,21.7,,0.1,0.0,0.1,.066,,-0.7,-5.4,-6.2,-0.1
251,Maxi Kleber\klebima01,PF,26,DAL,39,697,12.6,.564,.356,.164,6.7,13.9,10.2,5.2,0.9,3.3,7.8,13.5,,0.9,0.6,1.5,.103,,-1.2,0.9,-0.3,0.3
252,Furkan Korkmaz\korkmfu01,SG,20,PHI,6,32,4.3,.349,.667,.167,7.0,13.0,10.1,8.6,1.5,0.0,7.2,18.3,,0.0,0.0,0.0,-0.021,,-4.4,-2.4,-6.7,0.0
253,Kyle Korver\korveky01,SG,36,CLE,44,972,13.3,.647,.772,.130,0.7,9.3,5.1,8.2,0.8,1.2,9.5,16.4,,1.8,0.2,2.0,.097,,2.2,-2.7,-0.5,0.4
254,Kosta Koufos\koufoko01,C,28,SAC,43,796,15.5,.539,.000,.264,11.0,25.7,18.1,9.4,1.8,2.3,12.8,14.5,,0.9,0.7,1.6,.095,,-1.7,1.1,-0.6,0.3
255,Kyle Kuzma\kuzmaky01,PF,22,LAL,43,1341,14.8,.557,.391,.209,4.8,16.6,10.6,9.8,0.9,1.1,11.5,22.6,,1.2,1.1,2.3,.084,,0.1,-1.2,-1.1,0.3
256,Mindaugas Kuzminskas\kuzmimi01,SF,28,NYK,1,2,-41.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,0.0,0.0,0.0,-1.048,,-36.7,-12.6,-49.3,0.0
257,Skal Labissiere\labissk01,PF,21,SAC,38,655,14.8,.513,.071,.271,9.8,19.5,14.5,6.7,1.2,3.2,12.0,22.2,,0.2,0.4,0.6,.046,,-3.1,-1.2,-4.2,-0.4
258,Jeremy Lamb\lambje01,SG,25,CHO,42,1081,17.9,.558,.291,.291,2.6,16.5,9.5,15.2,1.5,1.3,8.9,23.2,,1.8,1.3,3.1,.138,,1.3,0.3,1.7,1.0
259,Shane Larkin\larkish01,PG,25,BOS,34,382,10.2,.523,.406,.208,1.7,10.1,6.0,14.1,1.6,0.2,10.8,15.2,,0.3,0.6,0.8,.104,,-2.2,-0.1,-2.3,0.0
260,Joffrey Lauvergne\lauvejo01,C,26,SAS,27,284,13.0,.485,.053,.295,12.2,19.9,16.1,13.1,1.2,0.0,15.0,20.1,,0.1,0.4,0.5,.082,,-2.6,0.0,-2.6,0.0
261,Zach LaVine\lavinza01,SG,22,CHI,3,59,19.1,.519,.394,.182,3.5,11.3,7.3,26.9,2.5,0.0,7.8,28.8,,0.1,0.1,0.1,.098,,2.7,-2.3,0.4,0.0
262,Jake Layman\laymaja01,SF,23,POR,19,118,4.0,.358,.441,.059,2.8,8.3,5.6,7.0,1.3,2.1,7.9,14.1,,-0.2,0.1,0.0,-0.020,,-5.3,-0.1,-5.5,-0.1
263,T.J. Leaf\leaftj01,PF,20,IND,36,357,10.3,.541,.299,.065,8.1,11.6,9.9,2.7,0.7,0.5,7.6,14.9,,0.4,0.2,0.5,.069,,-1.4,-3.0,-4.5,-0.2
264,Courtney Lee\leeco01,SG,32,NYK,45,1480,14.2,.570,.354,.164,1.9,9.3,5.7,12.4,1.9,0.5,10.0,17.5,,2.2,1.1,3.3,.107,,1.7,-0.3,1.3,1.2
265,Alex Len\lenal01,C,24,PHO,40,833,19.5,.609,.000,.574,14.1,28.4,21.2,9.0,0.7,3.4,15.2,16.7,,1.9,0.8,2.7,.157,,-0.2,1.0,0.9,0.6
266,Kawhi Leonard\leonaka01,SF,26,SAS,9,210,26.5,.572,.315,.342,3.2,19.0,11.1,18.2,4.3,3.6,11.1,30.9,,0.4,0.5,0.9,.207,,3.0,3.2,6.2,0.4
267,Meyers Leonard\leoname01,C,25,POR,15,146,19.9,.688,.294,.157,4.6,21.7,13.3,10.4,1.0,0.0,6.8,17.6,,0.5,0.2,0.7,.228,,2.5,-1.2,1.3,0.1
268,Jon Leuer\leuerjo01,PF,28,DET,8,136,8.8,.505,.083,.417,5.6,21.4,13.3,5.3,0.4,1.9,15.8,16.5,,0.0,0.1,0.1,.045,,-5.7,-0.2,-5.9,-0.1
269,Caris LeVert\leverca01,SF,23,BRK,43,1156,13.4,.518,.341,.255,3.2,11.9,7.5,25.3,2.2,0.9,17.9,22.5,,0.0,1.2,1.2,.050,,-0.8,0.5,-0.3,0.5
270,DeAndre Liggins\liggide01,SG,29,TOT,32,491,5.3,.434,.529,.074,1.5,10.8,6.1,7.5,2.8,1.8,16.6,7.8,,-0.3,0.4,0.2,.018,,-3.4,1.2,-2.2,0.0
270,DeAndre Liggins\liggide01,SG,29,MIL,31,480,5.0,.424,.554,.077,1.2,11.1,6.1,7.4,2.8,1.8,17.2,7.7,,-0.3,0.4,0.1,.015,,-3.5,1.3,-2.2,0.0
270,DeAndre Liggins\liggide01,SG,29,NOP,1,11,16.0,.667,.000,.000,10.6,0.0,5.1,13.5,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,.171,,2.4,-4.3,-1.8,0.0
271,Damian Lillard\lillada01,PG,27,POR,38,1392,22.8,.572,.421,.342,2.4,12.0,7.3,30.5,1.5,0.9,12.6,30.0,,3.8,1.5,5.3,.182,,5.7,-0.5,5.1,2.5
272,Jeremy Lin\linje01,PG,29,BRK,1,25,16.2,.597,.167,.583,0.0,0.0,0.0,27.4,0.0,0.0,16.6,30.8,,0.1,0.0,0.1,.105,,-2.8,-9.8,-12.7,-0.1
273,Shaun Livingston\livinsh01,PG,32,GSW,39,618,11.2,.543,.011,.196,4.0,7.8,6.0,16.3,1.2,1.4,14.9,16.1,,0.5,0.5,1.0,.080,,-2.2,-1.2,-3.5,-0.2
274,Kevon Looney\looneke01,C,21,GSW,36,393,13.3,.616,.000,.571,11.8,15.6,13.9,5.4,1.1,4.8,17.8,11.8,,0.6,0.5,1.1,.137,,-1.1,1.5,0.4,0.2
275,Brook Lopez\lopezbr01,C,29,LAL,36,777,15.3,.528,.417,.217,5.4,13.8,9.6,12.6,1.1,5.1,12.5,24.9,,0.2,0.9,1.2,.072,,-0.8,0.5,-0.3,0.3
276,Robin Lopez\lopezro01,C,29,CHI,45,1273,15.2,.556,.014,.149,8.3,10.4,9.3,12.3,0.4,2.6,13.3,20.5,,1.2,0.6,1.8,.069,,-1.3,-0.1,-1.4,0.2
277,Kevin Love\loveke01,C,29,CLE,43,1249,23.5,.614,.431,.387,8.2,28.5,18.5,9.7,1.2,1.4,9.6,26.2,,4.0,1.2,5.1,.197,,3.1,-1.8,1.4,1.1
278,Kyle Lowry\lowryky01,PG,31,TOR,40,1317,18.9,.589,.617,.291,3.0,17.9,10.5,29.8,1.9,0.2,16.4,21.7,,3.2,1.7,4.8,.177,,4.7,0.6,5.3,2.4
279,Timothe Luwawu-Cabarrot\luwawti01,SF,22,PHI,37,566,7.2,.503,.565,.257,2.6,8.3,5.5,9.1,0.8,0.4,12.0,18.0,,0.0,0.4,0.4,.036,,-2.5,-2.5,-5.0,-0.4
280,Tyler Lydon\lydonty01,PF,21,DEN,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.004,,-5.9,-0.4,-6.3,0.0
281,Trey Lyles\lylestr01,PF,22,DEN,40,804,18.4,.610,.410,.285,4.7,23.1,13.8,8.1,1.2,1.5,9.3,20.4,,1.8,0.8,2.6,.154,,1.0,-1.3,-0.4,0.3
282,Shelvin Mack\macksh01,PG,27,ORL,32,525,11.5,.477,.288,.331,2.1,11.1,6.6,29.6,1.5,0.6,17.2,13.5,,0.4,0.2,0.6,.057,,-2.3,-1.5,-3.8,-0.2
283,Josh Magette\magetjo01,PG,28,ATL,8,64,12.5,.472,.333,.333,1.8,9.0,5.3,36.0,1.5,0.0,12.7,10.8,,0.1,0.0,0.2,.114,,-2.1,-3.8,-5.9,-0.1
284,Ian Mahinmi\mahinia01,C,31,WAS,43,629,10.9,.595,.000,.627,12.4,16.5,14.5,6.7,1.6,3.2,27.0,13.4,,0.4,0.8,1.2,.093,,-2.4,2.3,-0.1,0.3
285,Thon Maker\makerth01,C,20,MIL,44,803,9.6,.490,.320,.309,7.6,16.3,11.9,5.2,1.6,3.8,12.9,13.2,,0.1,0.7,0.9,.051,,-2.8,0.6,-2.2,0.0
286,Boban Marjanovic\marjabo01,C,29,DET,17,144,20.5,.595,.000,.621,9.1,25.1,16.9,13.4,0.7,3.7,19.2,32.0,,0.2,0.2,0.4,.120,,-3.1,0.1,-3.0,0.0
287,Lauri Markkanen\markkla01,PF,20,CHI,42,1262,16.0,.555,.509,.175,3.8,24.0,13.6,7.1,0.9,1.6,8.0,22.1,,1.2,1.1,2.3,.088,,0.0,-1.2,-1.1,0.3
288,Jarell Martin\martija01,PF,23,MEM,41,738,10.5,.513,.199,.214,6.9,14.7,10.8,4.3,1.6,3.6,12.8,16.0,,0.1,0.8,0.8,.054,,-3.6,0.6,-3.0,-0.2
289,Frank Mason\masonfr01,PG,23,SAC,29,539,12.4,.483,.215,.315,2.7,10.9,6.6,23.9,1.4,0.7,14.3,22.1,,0.0,0.1,0.1,.008,,-2.2,-2.6,-4.8,-0.4
290,Mangok Mathiang\mathima01,C,25,CHO,3,10,-1.5,.000,.000,.000,10.5,54.2,32.1,0.0,0.0,0.0,0.0,8.6,,0.0,0.0,0.0,-0.078,,-15.5,-4.8,-20.3,0.0
291,Wesley Matthews\matthwe02,SF,31,DAL,45,1551,10.8,.541,.569,.149,1.1,9.5,5.1,12.5,1.6,0.5,10.9,16.9,,0.7,1.1,1.8,.054,,0.1,-0.2,-0.2,0.7
292,Luc Mbah a Moute\mbahalu01,PF,31,HOU,26,665,9.6,.573,.514,.199,2.4,12.7,7.5,5.7,2.5,1.5,17.2,12.5,,0.2,0.8,1.0,.069,,-1.7,1.5,-0.2,0.3
293,James Michael McAdoo\mcadoja01,PF,25,PHI,3,18,7.6,.508,1.000,.286,0.0,11.6,6.0,0.0,0.0,4.6,11.3,20.8,,0.0,0.0,0.0,.021,,-4.2,-4.6,-8.8,0.0
294,Patrick McCaw\mccawpa01,SG,22,GSW,42,685,9.2,.518,.383,.162,2.5,7.3,5.1,10.9,2.3,0.7,13.2,12.1,,0.3,0.7,1.0,.068,,-1.4,-0.3,-1.7,0.0
295,C.J. McCollum\mccolcj01,SG,26,POR,44,1599,17.5,.548,.325,.167,2.0,10.2,6.2,15.4,1.4,0.9,9.0,26.1,,2.4,1.6,4.0,.120,,1.9,-0.9,0.9,1.2
296,T.J. McConnell\mccontj01,PG,25,PHI,36,893,14.0,.584,.164,.102,2.4,12.2,7.5,27.6,2.6,0.9,22.6,14.4,,0.9,1.2,2.1,.114,,-1.1,1.0,-0.1,0.4
297,Chris McCullough\mcculch01,PF,22,WAS,13,72,16.2,.469,.189,.216,9.3,23.0,16.2,2.3,0.0,4.8,0.0,24.7,,0.1,0.1,0.1,.091,,-4.4,-3.6,-7.9,-0.1
298,Doug McDermott\mcderdo01,SF,26,NYK,45,1038,10.6,.580,.423,.160,3.0,9.4,6.3,6.1,0.4,0.9,9.0,14.6,,1.3,0.4,1.7,.078,,0.3,-1.6,-1.3,0.2
299,JaVale McGee\mcgeeja01,C,30,GSW,33,266,20.4,.641,.045,.284,10.1,14.9,12.7,8.6,1.6,6.8,11.6,18.4,,0.7,0.4,1.1,.199,,0.4,2.0,2.3,0.3
300,Alfonzo McKinnie\mckinal01,SF,25,TOR,9,33,11.0,.661,.571,.429,0.0,16.8,8.5,4.1,1.5,2.5,10.7,12.2,,0.0,0.0,0.1,.134,,-1.0,0.3,-0.7,0.0
301,Ben McLemore\mclembe01,SG,24,MEM,24,400,8.7,.502,.426,.135,2.9,11.1,7.0,8.3,1.8,1.4,12.3,19.5,,-0.2,0.3,0.1,.016,,-2.8,-1.4,-4.2,-0.2
302,Josh McRoberts\mcrobjo01,PF,30,DAL,1,3,-19.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,,0.0,0.0,0.0,-0.390,,-13.0,-4.9,-17.9,0.0
303,Jodie Meeks\meeksjo01,SG,30,WAS,43,684,10.0,.509,.537,.326,1.6,10.3,6.0,7.4,1.4,0.1,8.5,18.2,,0.3,0.5,0.8,.056,,-1.5,-2.1,-3.6,-0.3
304,Salah Mejri\mejrisa01,C,31,DAL,40,467,18.1,.679,.025,.519,11.2,27.7,19.2,6.7,1.4,8.8,18.8,12.0,,1.0,0.9,1.8,.190,,-1.9,5.6,3.7,0.7
305,Jordan Mickey\mickejo01,PF,23,MIA,16,231,10.8,.513,.164,.239,7.0,28.3,17.7,6.1,0.7,2.6,15.9,17.4,,-0.1,0.3,0.3,.053,,-5.3,0.3,-5.1,-0.2
306,Khris Middleton\middlkh01,SF,26,MIL,44,1635,16.6,.565,.351,.257,1.3,15.1,8.1,18.3,1.7,0.4,11.4,24.6,,2.2,1.0,3.2,.094,,1.5,-1.9,-0.4,0.7
307,C.J. Miles\milescj01,SF,30,TOR,36,670,14.6,.562,.761,.154,1.7,9.9,5.9,5.1,1.8,1.5,5.8,22.4,,1.0,0.8,1.7,.125,,2.6,-2.1,0.4,0.4
308,Darius Miller\milleda01,SF,27,NOP,44,948,10.2,.644,.752,.159,0.6,7.4,4.1,7.5,0.7,0.5,9.0,13.4,,1.4,0.2,1.6,.083,,1.2,-2.6,-1.4,0.1
309,Malcolm Miller\millema01,SF,24,TOR,3,13,13.7,.600,.800,.000,8.8,8.5,8.7,0.0,0.0,0.0,0.0,16.7,,0.0,0.0,0.0,.148,,2.4,-6.9,-4.5,0.0
310,Patty Mills\millspa02,PG,29,SAS,46,1120,12.9,.571,.588,.185,1.2,7.7,4.5,17.5,1.5,0.4,13.8,18.1,,1.2,1.3,2.6,.110,,1.1,-1.1,0.0,0.6
311,Paul Millsap\millspa01,PF,32,DEN,16,475,17.5,.531,.287,.322,5.6,17.9,11.7,16.1,1.8,3.6,12.5,24.1,,0.5,0.6,1.1,.108,,-0.1,1.1,0.9,0.4
312,Nikola Mirotic\mirotni01,PF,26,CHI,20,499,23.8,.636,.510,.261,3.8,26.3,14.7,11.1,1.2,1.6,8.6,26.7,,1.3,0.5,1.9,.178,,4.1,-1.4,2.7,0.6
313,Donovan Mitchell\mitchdo01,SG,21,UTA,42,1321,17.7,.556,.408,.202,1.7,10.5,6.0,19.3,2.5,1.2,12.6,28.8,,1.0,1.4,2.4,.086,,1.9,-0.8,1.1,1.0
314,Naz Mitrou-Long\mitrona01,SG,24,UTA,1,1,137.4,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,,0.1,0.0,0.1,2.745,,70.2,-15.1,55.0,0.0
315,Malik Monk\monkma01,SG,19,CHO,34,456,8.2,.455,.581,.086,0.5,7.6,4.0,16.0,1.0,0.6,9.3,21.4,,-0.3,0.3,0.0,.001,,-1.9,-2.6,-4.5,-0.3
316,Greg Monroe\monrogr01,C,27,TOT,20,419,19.5,.597,.000,.236,11.0,26.5,18.6,17.6,1.1,0.9,15.9,20.0,,0.8,0.3,1.1,.127,,0.3,0.2,0.5,0.3
316,Greg Monroe\monrogr01,C,27,MIL,5,79,11.4,.489,.000,.121,9.0,29.1,19.0,10.4,0.0,0.0,14.7,23.6,,-0.1,0.0,0.0,-0.016,,-5.9,-3.6,-9.5,-0.2
316,Greg Monroe\monrogr01,C,27,PHO,15,340,21.4,.626,.000,.270,11.4,25.9,18.5,19.2,1.4,1.2,16.3,19.1,,0.9,0.3,1.1,.161,,1.8,1.0,2.8,0.4
317,Luis Montero\montelu01,SG,24,DET,2,8,-15.7,.000,.000,.000,0.0,29.1,14.1,0.0,0.0,0.0,66.7,16.6,,-0.1,0.0,-0.1,-0.445,,-23.6,-2.0,-25.5,0.0
318,E'Twaun Moore\mooreet01,SG,28,NOP,44,1421,12.8,.618,.386,.079,2.6,6.7,4.7,9.8,1.5,0.3,10.5,15.8,,2.0,0.5,2.5,.085,,1.3,-1.4,-0.1,0.7
319,Eric Moreland\moreler01,PF,26,DET,38,455,11.3,.494,.000,.260,10.3,24.3,17.1,12.6,1.7,4.8,26.4,7.4,,0.3,0.8,1.2,.122,,-3.2,5.4,2.2,0.5
320,Marcus Morris\morrima03,PF,28,BOS,24,566,14.0,.524,.381,.243,3.1,21.2,12.3,9.9,1.1,1.0,9.6,23.2,,0.2,1.0,1.2,.104,,-1.9,0.0,-1.9,0.0
321,Markieff Morris\morrima02,PF,28,WAS,37,922,11.4,.552,.289,.185,4.7,19.2,12.0,7.3,1.2,1.6,15.3,18.7,,0.2,1.1,1.2,.065,,-2.2,0.2,-2.0,0.0
322,Monte Morris\morrimo01,PG,22,DEN,1,3,-2.6,.000,1.000,.000,0.0,0.0,0.0,40.7,0.0,0.0,0.0,14.5,,0.0,0.0,0.0,-0.194,,-10.5,-12.7,-23.2,0.0
323,Johnathan Motley\motlejo01,PF,22,DAL,1,2,94.7,.725,.000,4.000,0.0,58.3,28.2,0.0,0.0,44.8,0.0,63.2,,0.0,0.0,0.0,.872,,3.9,6.7,10.7,0.0
324,Timofey Mozgov\mozgoti01,C,31,BRK,25,321,11.0,.606,.228,.316,9.1,19.0,14.0,3.8,0.7,2.1,24.4,15.8,,0.0,0.3,0.4,.053,,-4.1,-0.1,-4.2,-0.2
325,Emmanuel Mudiay\mudiaem01,PG,21,DEN,33,637,12.5,.513,.337,.269,2.4,11.5,6.9,23.5,1.4,0.5,18.0,24.5,,0.0,0.4,0.4,.032,,-2.0,-2.3,-4.3,-0.4
326,Shabazz Muhammad\muhamsh01,SF,25,MIN,26,264,8.8,.433,.188,.198,5.2,12.0,8.6,3.8,1.0,0.7,2.7,19.0,,0.0,0.1,0.1,.014,,-4.1,-3.5,-7.5,-0.4
327,Dejounte Murray\murrade01,PG,21,SAS,46,815,12.9,.461,.054,.274,6.4,22.8,14.7,21.2,2.3,1.4,18.6,21.1,,-0.6,1.6,1.0,.057,,-3.7,2.9,-0.8,0.3
328,Jamal Murray\murraja01,PG,20,DEN,44,1300,15.1,.554,.395,.216,3.8,9.1,6.4,14.3,1.5,0.9,12.7,23.4,,1.6,0.9,2.5,.091,,0.8,-1.9,-1.1,0.3
329,Mike Muscala\muscami01,C,26,ATL,15,257,13.1,.599,.365,.286,6.1,18.8,12.4,5.1,1.7,1.7,11.3,13.7,,0.4,0.2,0.6,.111,,-1.2,-0.3,-1.5,0.0
330,Abdel Nader\naderab01,SF,24,BOS,21,156,5.0,.419,.500,.068,3.6,10.3,7.0,6.5,1.6,2.1,16.6,15.6,,-0.3,0.3,0.0,-0.006,,-5.8,1.0,-4.8,-0.1
331,Larry Nance\nancela02,PF,25,LAL,33,720,19.3,.606,.010,.338,12.2,20.4,16.3,9.7,3.1,1.7,12.5,15.8,,1.5,1.2,2.7,.181,,0.6,2.6,3.2,0.9
332,Shabazz Napier\napiesh01,PG,26,POR,39,835,18.2,.593,.333,.269,1.9,10.6,6.3,17.5,3.1,0.9,13.3,20.2,,1.5,1.2,2.7,.155,,1.5,0.8,2.3,0.9
333,Jameer Nelson\nelsoja01,PG,35,NOP,38,824,8.2,.501,.520,.096,1.4,10.3,6.1,22.3,1.3,0.3,22.6,12.7,,0.1,0.4,0.5,.027,,-2.4,-1.5,-3.8,-0.4
334,Raul Neto\netora01,PG,25,UTA,19,249,13.7,.576,.333,.200,0.9,10.0,5.3,24.4,1.2,0.7,15.5,17.7,,0.3,0.2,0.5,.092,,-1.1,-2.2,-3.3,-0.1
335,Joakim Noah\noahjo01,C,32,NYK,6,36,16.5,.465,.000,.444,19.2,21.3,20.3,15.5,2.8,4.9,21.8,16.8,,0.0,0.1,0.1,.102,,-1.1,4.4,3.2,0.0
336,Nerlens Noel\noelne01,C,23,DAL,18,225,15.5,.587,.000,.358,12.6,24.4,18.3,4.0,2.2,4.0,19.6,15.5,,0.2,0.4,0.6,.127,,-3.5,2.3,-1.2,0.0
337,Lucas Nogueira\noguelu01,C,25,TOR,26,273,17.7,.679,.200,.255,5.5,17.5,11.6,5.5,2.7,9.0,15.2,11.5,,0.5,0.6,1.1,.192,,-0.4,6.3,5.9,0.5
338,Dirk Nowitzki\nowitdi01,C,39,DAL,45,1129,16.9,.576,.396,.148,1.6,23.9,12.4,11.0,1.1,1.5,6.1,20.6,,1.7,1.2,2.9,.122,,0.4,0.0,0.4,0.7
339,Frank Ntilikina\ntilila01,PG,19,NYK,42,889,7.4,.423,.320,.150,2.1,10.5,6.4,23.3,2.7,0.9,22.9,17.3,,-1.3,1.0,-0.3,-0.017,,-3.5,0.5,-3.0,-0.2
340,Jusuf Nurkic\nurkiju01,C,23,POR,42,1138,16.7,.502,.013,.331,8.8,23.9,16.4,11.5,1.4,3.8,15.4,27.7,,-0.5,1.9,1.4,.060,,-4.0,2.0,-2.0,0.0
341,David Nwaba\nwabada01,SG,25,CHI,33,761,13.2,.573,.093,.564,4.9,17.0,10.8,7.7,1.8,1.9,11.5,14.0,,0.9,0.8,1.6,.102,,-2.2,1.4,-0.8,0.2
342,Johnny O'Bryant\obryajo01,PF,24,CHO,28,299,13.4,.475,.221,.171,8.8,19.6,14.1,6.7,1.3,1.1,9.1,23.9,,0.0,0.4,0.3,.050,,-3.1,-1.5,-4.6,-0.2
343,Royce O'Neale\onealro01,SF,24,UTA,31,344,11.7,.531,.533,.402,2.3,24.7,13.2,13.0,1.6,0.3,13.6,16.6,,0.2,0.4,0.6,.079,,-2.3,-0.1,-2.4,0.0
344,Kyle O'Quinn\oquinky01,C,27,NYK,45,769,19.9,.628,.028,.364,10.0,28.9,19.7,17.5,1.2,5.3,18.9,17.5,,1.6,1.3,2.9,.181,,0.7,4.0,4.7,1.3
345,Semi Ojeleye\ojelese01,PF,23,BOS,41,537,4.5,.450,.785,.226,4.1,11.0,7.6,2.3,1.2,0.2,11.3,9.6,,-0.2,0.7,0.6,.049,,-3.6,0.3,-3.4,-0.2
346,Jahlil Okafor\okafoja01,C,22,TOT,11,138,8.9,.489,.036,.218,4.7,17.7,11.2,5.9,0.3,2.9,13.0,21.4,,-0.1,0.1,0.0,.005,,-6.8,-1.1,-7.8,-0.2
346,Jahlil Okafor\okafoja01,C,22,PHI,2,25,9.0,.465,.000,.444,17.9,20.8,19.4,6.0,0.0,6.6,21.8,23.2,,0.0,0.0,0.0,-0.002,,-7.3,0.4,-6.9,0.0
346,Jahlil Okafor\okafoja01,C,22,BRK,9,113,8.8,.495,.043,.174,1.8,17.0,9.3,5.9,0.4,2.0,10.8,20.9,,-0.1,0.1,0.0,.006,,-6.7,-1.4,-8.0,-0.2
347,Victor Oladipo\oladivi01,SG,25,IND,40,1362,24.1,.595,.352,.296,1.8,15.6,8.8,19.4,2.8,2.4,12.2,30.5,,3.0,1.7,4.8,.168,,4.2,0.5,4.7,2.3
348,Kelly Olynyk\olynyke01,PF,26,MIA,44,1041,15.8,.622,.398,.293,5.7,21.8,13.8,14.9,1.7,1.5,20.1,20.7,,1.1,1.4,2.6,.119,,0.3,1.2,1.5,0.9
349,Cedi Osman\osmande01,SF,22,CLE,35,293,9.5,.572,.406,.203,3.1,19.6,11.5,5.3,1.5,0.3,12.8,13.1,,0.2,0.2,0.4,.061,,-2.8,-1.5,-4.3,-0.2
